56,22,1 
47,62,0 
30,53,0 
85,29,1 
20,52,0 
53,32,1 
66,46,1 
40,52,0 
54,13,1 
48,71,0 
69,47,1 
41,80,0 
80,26,1 
72,24,1 
38,63,0 
8,87,0 
2,78,0 
25,85,0 
79,24,1 
75,30,1 
18,82,0 
43,54,0 
38,78,0 
20,65,0 
41,70,0 
7,79,0 
36,62,0 
55,3,1 
15,74,0 
35,67,0 
93,10,1 
6,73,0 
5,89,0 
78,14,1 
5,84,0 
13,72,0 
61,20,1 
11,58,0 
1,83,0 
19,72,0 
41,61,0 
77,43,1 
74,47,1 
4,75,0 
41,65,0 
41,77,0 
88,13,1 
13,80,0 
76,13,1 
16,88,0 
81,25,1 
28,82,0 
70,16,1 
42,74,0 
57,24,1 
72,8,1 
91,16,1 
93,34,1 
7,59,0 
29,68,0 
80,5,1 
62,12,1 
99,18,1 
26,83,0 
19,82,0 
100,48,1 
32,53,0 
36,73,0 
92,25,1 
63,29,1 
61,6,1 
26,72,0 
84,3,1 
84,14,1 
95,43,1 
59,48,1 
35,73,0 
68,47,1 
44,51,0 
31,52,0 
54,28,1 
23,75,0 
2,75,0 
45,63,0 
77,37,1 
72,7,1 
33,79,0 
51,38,1 
82,44,1 
40,84,0 
93,24,1 
2,99,0 
65,22,1 
63,15,1 
17,88,0 
26,64,0 
55,8,1 
15,76,0 
29,78,0 
14,94,0 
76,19,1 
25,54,0 
98,24,1 
96,24,1 
7,68,0 
9,62,0 
76,10,1 
97,31,1 
34,68,0 
25,82,0 
56,28,1 
32,93,0 
49,61,0 
18,74,0 
31,95,0 
57,3,1 
64,14,1 
26,98,0 
55,35,1 
80,36,1 
7,59,0 
73,38,1 
25,86,0 
11,92,0 
62,47,1 
68,42,1 
22,96,0 
93,37,1 
4,83,0 
10,63,0 
62,25,1 
11,67,0 
34,91,0 
78,33,1 
61,29,1 
100,14,1 
11,65,0 
48,74,0 
86,36,1 
8,84,0 
25,56,0 
75,23,1 
3,52,0 
26,59,0 
44,61,0 
77,25,1 
29,58,0 
37,58,0 
33,57,0 
100,49,1 
35,98,0 
59,48,1 
49,78,0 
1,87,0 
64,29,1 
51,29,1 
29,62,0 
17,94,0 
29,100,0 
21,86,0 
7,99,0 
95,47,1 
86,28,1 
0,67,0 
18,94,0 
100,11,1 
61,0,1 
59,11,1 
18,81,0 
46,66,0 
89,22,1 
84,20,1 
64,16,1 
36,66,0 
94,9,1 
98,14,1 
17,89,0 
68,47,1 
84,49,1 
89,32,1 
11,100,0 
79,1,1 
2,77,0 
92,29,1 
31,73,0 
80,29,1 
2,56,0 
29,77,0 
46,51,0 
63,25,1 
75,30,1 
81,5,1 
24,99,0 
13,96,0 
1,78,0 
69,0,1 
41,92,0 
45,75,0 
83,6,1 
66,29,1 
14,100,0 
76,20,1 
33,65,0 
86,43,1 
2,96,0 
73,4,1 
80,18,1 
28,83,0 
85,23,1 
5,84,0 
12,69,0 
19,73,0 
100,29,1 
78,46,1 
79,33,1 
63,38,1 
10,95,0 
19,64,0 
81,28,1 
45,95,0 
36,92,0 
99,44,1 
62,21,1 
33,87,0 
82,25,1 
34,92,0 
42,87,0 
74,21,1 
63,40,1 
19,92,0 
46,72,0 
84,43,1 
18,91,0 
91,45,1 
43,76,0 
37,91,0 
19,56,0 
11,54,0 
30,88,0 
64,44,1 
92,16,1 
6,79,0 
33,68,0 
39,54,0 
65,31,1 
97,43,1 
48,80,0 
63,48,1 
99,23,1 
29,90,0 
19,87,0 
12,89,0 
68,47,1 
4,94,0 
65,40,1 
79,15,1 
15,67,0 
56,17,1 
81,18,1 
74,41,1 
58,2,1 
54,40,1 
62,47,1 
1,72,0 
53,13,1 
8,53,0 
53,12,1 
14,90,0 
89,1,1 
20,56,0 
7,66,0 
42,100,0 
30,93,0 
24,88,0 
79,23,1 
83,1,1 
1,85,0 
76,45,1 
3,66,0 
89,43,1 
66,14,1 
44,92,0 
15,76,0 
74,49,1 
43,54,0 
40,66,0 
63,3,1 
26,75,0 
72,15,1 
54,6,1 
15,52,0 
84,33,1 
43,96,0 
46,70,0 
42,61,0 
32,89,0 
14,88,0 
96,9,1 
98,38,1 
98,9,1 
4,90,0 
58,47,1 
5,82,0 
77,31,1 
9,74,0 
75,33,1 
47,64,0 
37,85,0 
2,97,0 
80,0,1 
86,30,1 
47,97,0 
52,41,1 
57,41,1 
80,46,1 
87,44,1 
87,24,1 
3,52,0 
7,80,0 
98,6,1 
51,21,1 
34,76,0 
17,99,0 
57,18,1 
77,17,1 
15,100,0 
26,73,0 
22,93,0 
61,20,1 
53,34,1 
78,39,1 
5,100,0 
36,91,0 
27,62,0 
47,67,0 
10,89,0 
69,32,1 
7,58,0 
22,76,0 
45,74,0 
92,6,1 
4,58,0 
72,15,1 
20,93,0 
65,0,1 
29,61,0 
13,64,0 
17,87,0 
88,3,1 
8,99,0 
100,16,1 
75,15,1 
62,26,1 
73,13,1 
22,77,0 
81,10,1 
38,69,0 
0,86,0 
41,78,0 
39,97,0 
60,9,1 
22,62,0 
90,31,1 
7,65,0 
16,78,0 
57,4,1 
31,100,0 
33,77,0 
85,15,1 
57,44,1 
35,87,0 
44,69,0 
51,41,1 
7,59,0 
43,58,0 
49,64,0 
30,52,0 
57,46,1 
62,27,1 
46,84,0 
71,22,1 
35,78,0 
34,71,0 
69,48,1 
39,77,0 
48,98,0 
72,46,1 
13,98,0 
13,55,0 
3,86,0 
51,27,1 
66,46,1 
26,75,0 
49,74,0 
24,90,0 
98,47,1 
33,95,0 
26,93,0 
1,69,0 
74,3,1 
70,7,1 
98,25,1 
92,35,1 
74,38,1 
56,14,1 
51,15,1 
25,54,0 
44,94,0 
11,68,0 
72,22,1 
92,12,1 
18,70,0 
7,77,0 
94,5,1 
34,62,0 
41,52,0 
71,34,1 
88,20,1 
67,19,1 
38,78,0 
73,2,1 
80,41,1 
56,19,1 
2,83,0 
12,68,0 
21,66,0 
29,81,0 
92,45,1 
25,67,0 
84,49,1 
1,59,0 
59,16,1 
60,3,1 
25,95,0 
5,86,0 
27,70,0 
70,26,1 
22,64,0 
42,87,0 
21,87,0 
27,58,0 
11,64,0 
2,74,0 
98,8,1 
4,77,0 
43,52,0 
87,33,1 
93,1,1 
51,32,1 
75,34,1 
53,44,1 
30,91,0 
3,70,0 
46,100,0 
9,59,0 
70,21,1 
89,4,1 
69,42,1 
84,27,1 
37,59,0 
99,28,1 
60,15,1 
95,11,1 
17,98,0 
78,46,1 
15,91,0 
34,61,0 
94,19,1 
74,6,1 
77,21,1 
17,66,0 
66,24,1 
17,71,0 
38,69,0 
43,57,0 
70,49,1 
25,71,0 
87,26,1 
95,6,1 
72,27,1 
33,58,0 
44,86,0 
60,40,1 
49,84,0 
54,38,1 
84,28,1 
39,69,0 
84,38,1 
5,96,0 
89,2,1 
12,51,0 
42,93,0 
47,54,0 
81,4,1 
35,62,0 
32,66,0 
51,20,1 
8,87,0 
60,10,1 
16,67,0 
58,48,1 
25,99,0 
17,93,0 
78,33,1 
20,63,0 
71,42,1 
53,34,1 
100,13,1 
37,53,0 
73,16,1 
33,68,0 
85,25,1 
95,7,1 
48,66,0 
86,43,1 
30,60,0 
45,99,0 
35,63,0 
43,76,0 
56,29,1 
16,80,0 
43,82,0 
44,82,0 
75,24,1 
21,75,0 
15,72,0 
76,13,1 
30,51,0 
44,99,0 
93,18,1 
25,89,0 
29,99,0 
4,81,0 
57,17,1 
72,16,1 
3,96,0 
97,43,1 
81,49,1 
73,24,1 
89,21,1 
89,7,1 
92,48,1 
47,88,0 
29,80,0 
24,89,0 
70,11,1 
23,76,0 
19,94,0 
93,45,1 
39,76,0 
4,72,0 
1,69,0 
18,96,0 
79,6,1 
58,26,1 
11,86,0 
53,0,1 
91,4,1 
25,67,0 
64,33,1 
58,12,1 
4,52,0 
55,8,1 
33,59,0 
65,19,1 
5,86,0 
92,28,1 
21,71,0 
37,77,0 
34,73,0 
6,74,0 
2,96,0 
69,14,1 
44,79,0 
30,70,0 
54,49,1 
14,85,0 
20,86,0 
24,98,0 
78,26,1 
40,94,0 
34,71,0 
0,56,0 
86,24,1 
86,3,1 
45,83,0 
65,34,1 
83,45,1 
82,29,1 
98,4,1 
100,49,1 
18,90,0 
14,100,0 
41,61,0 
51,7,1 
79,0,1 
36,54,0 
35,66,0 
43,62,0 
6,92,0 
100,43,1 
7,74,0 
85,33,1 
3,89,0 
81,38,1 
99,10,1 
69,41,1 
72,36,1 
18,73,0 
21,77,0 
96,43,1 
12,60,0 
38,70,0 
53,9,1 
9,52,0 
90,46,1 
68,42,1 
98,19,1 
45,68,0 
47,68,0 
13,89,0 
81,28,1 
59,22,1 
31,87,0 
49,53,0 
77,4,1 
4,71,0 
57,21,1 
10,74,0 
28,55,0 
76,35,1 
85,32,1 
41,77,0 
60,14,1 
19,85,0 
0,55,0 
19,93,0 
7,68,0 
59,38,1 
51,34,1 
86,29,1 
8,66,0 
40,58,0 
3,91,0 
36,53,0 
26,97,0 
79,33,1 
24,58,0 
66,35,1 
11,88,0 
83,26,1 
2,96,0 
99,48,1 
57,9,1 
100,9,1 
5,80,0 
79,30,1 
95,2,1 
27,88,0 
66,9,1 
32,96,0 
79,25,1 
37,85,0 
67,42,1 
42,60,0 
16,66,0 
86,39,1 
83,27,1 
84,7,1 
98,45,1 
59,31,1 
22,77,0 
74,2,1 
82,20,1 
64,25,1 
84,5,1 
26,86,0 
41,53,0 
56,49,1 
75,38,1 
16,83,0 
15,71,0 
11,54,0 
25,77,0 
36,68,0 
34,95,0 
60,39,1 
69,37,1 
43,63,0 
66,24,1 
96,41,1 
7,78,0 
97,6,1 
66,22,1 
27,69,0 
89,7,1 
79,44,1 
58,12,1 
81,32,1 
11,73,0 
42,95,0 
79,43,1 
98,9,1 
36,84,0 
29,75,0 
47,95,0 
75,47,1 
20,59,0 
79,11,1 
52,28,1 
26,72,0 
75,31,1 
21,59,0 
20,91,0 
32,92,0 
94,13,1 
87,26,1 
39,73,0 
28,81,0 
14,67,0 
23,61,0 
67,27,1 
56,5,1 
57,14,1 
32,75,0 
58,2,1 
94,5,1 
18,69,0 
0,75,0 
72,35,1 
26,91,0 
88,48,1 
89,30,1 
26,71,0 
11,82,0 
19,66,0 
12,89,0 
76,25,1 
13,66,0 
85,1,1 
31,57,0 
7,54,0 
72,45,1 
38,89,0 
32,52,0 
3,62,0 
37,74,0 
64,41,1 
62,31,1 
0,94,0 
40,71,0 
80,42,1 
84,1,1 
44,73,0 
98,11,1 
42,99,0 
94,14,1 
96,22,1 
10,59,0 
53,41,1 
7,100,0 
58,29,1 
20,67,0 
0,58,0 
34,93,0 
36,54,0 
7,54,0 
27,63,0 
95,4,1 
59,48,1 
27,57,0 
60,10,1 
34,61,0 
32,52,0 
93,16,1 
83,39,1 
31,75,0 
27,51,0 
20,73,0 
44,58,0 
51,1,1 
93,32,1 
28,78,0 
57,27,1 
85,32,1 
88,15,1 
98,39,1 
38,97,0 
29,97,0 
70,18,1 
98,36,1 
26,57,0 
75,49,1 
13,88,0 
75,44,1 
31,77,0 
98,48,1 
45,60,0 
35,90,0 
60,1,1 
28,97,0 
3,62,0 
86,2,1 
76,17,1 
76,37,1 
36,72,0 
71,38,1 
53,3,1 
74,3,1 
66,46,1 
0,61,0 
90,41,1 
80,35,1 
58,13,1 
96,11,1 
17,68,0 
44,97,0 
65,4,1 
97,31,1 
91,7,1 
8,66,0 
86,26,1 
26,69,0 
20,55,0 
10,53,0 
87,22,1 
70,11,1 
52,19,1 
84,23,1 
40,74,0 
100,2,1 
52,31,1 
30,56,0 
18,69,0 
94,15,1 
17,62,0 
75,40,1 
53,31,1 
27,95,0 
74,47,1 
60,2,1 
7,74,0 
47,54,0 
34,81,0 
17,89,0 
57,23,1 
41,90,0 
62,35,1 
95,25,1 
20,75,0 
0,53,0 
74,43,1 
97,33,1 
8,70,0 
89,40,1 
3,51,0 
39,53,0 
95,30,1 
36,94,0 
55,23,1 
58,23,1 
36,81,0 
97,29,1 
83,21,1 
16,84,0 
76,11,1 
12,53,0 
4,74,0 
97,42,1 
21,83,0 
20,73,0 
6,100,0 
61,48,1 
99,37,1 
88,8,1 
18,65,0 
96,28,1 
30,64,0 
29,67,0 
47,72,0 
30,77,0 
89,27,1 
17,84,0 
85,34,1 
17,56,0 
87,16,1 
21,67,0 
38,73,0 
10,54,0 
97,48,1 
82,29,1 
99,42,1 
16,57,0 
14,54,0 
48,71,0 
82,46,1 
13,86,0 
34,63,0 
72,1,1 
8,69,0 
53,9,1 
11,84,0 
27,53,0 
38,92,0 
75,40,1 
33,67,0 
96,14,1 
10,65,0 
58,29,1 
4,92,0 
57,13,1 
57,26,1 
38,53,0 
24,84,0 
66,2,1 
97,44,1 
60,14,1 
56,5,1 
1,51,0 
55,27,1 
21,73,0 
4,67,0 
23,78,0 
66,6,1 
36,59,0 
10,51,0 
40,86,0 
86,48,1 
88,6,1 
35,78,0 
15,71,0 
76,33,1 
88,34,1 
4,85,0 
64,22,1 
59,38,1 
48,94,0 
80,26,1 
0,90,0 
82,30,1 
87,39,1 
59,13,1 
0,74,0 
7,99,0 
17,64,0 
44,62,0 
73,9,1 
90,46,1 
8,91,0 
47,85,0 
62,42,1 
34,74,0 
63,13,1 
59,42,1 
14,70,0 
49,77,0 
48,96,0 
62,5,1 
24,67,0 
65,20,1 
52,19,1 
67,48,1 
82,30,1 
84,41,1 
88,26,1 
25,76,0 
45,68,0 
19,77,0 
28,59,0 
24,60,0 
86,45,1 
87,34,1 
13,75,0 
18,87,0 
70,42,1 
90,1,1 
8,61,0 
6,96,0 
17,76,0 
62,25,1 
95,32,1 
47,70,0 
69,12,1 
12,89,0 
60,49,1 
57,12,1 
94,16,1 
37,61,0 
69,18,1 
99,8,1 
42,57,0 
22,52,0 
59,13,1 
74,45,1 
61,12,1 
76,27,1 
18,77,0 
83,30,1 
33,85,0 
34,100,0 
42,81,0 
63,20,1 
96,1,1 
4,89,0 
0,69,0 
61,22,1 
100,37,1 
2,68,0 
56,41,1 
37,65,0 
85,30,1 
29,88,0 
97,44,1 
64,1,1 
57,22,1 
74,11,1 
60,41,1 
43,58,0 
34,92,0 
83,24,1 
45,99,0 
99,0,1 
10,54,0 
7,78,0 
65,0,1 
17,100,0 
5,97,0 
88,18,1 
39,92,0 
65,10,1 
99,32,1 
20,96,0 
40,100,0 
95,37,1 
39,58,0 
49,51,0 
29,86,0 
99,21,1 
87,32,1 
7,55,0 
41,94,0 
89,16,1 
91,40,1 
16,58,0 
93,41,1 
20,69,0 
11,64,0 
34,69,0 
8,70,0 
32,70,0 
43,95,0 
13,61,0 
21,61,0 
24,95,0 
92,32,1 
40,65,0 
2,81,0 
39,83,0 
94,21,1 
76,35,1 
58,45,1 
29,86,0 
1,71,0 
31,99,0 
12,69,0 
52,16,1 
20,72,0 
69,32,1 
51,30,1 
98,38,1 
51,8,1 
33,72,0 
45,85,0 
92,15,1 
0,74,0 
91,25,1 
37,93,0 
37,61,0 
10,70,0 
15,91,0 
65,1,1 
79,28,1 
10,86,0 
49,74,0 
98,28,1 
8,81,0 
52,37,1 
4,78,0 
1,57,0 
52,13,1 
53,39,1 
52,15,1 
98,44,1 
12,89,0 
73,10,1 
92,33,1 
46,74,0 
67,28,1 
83,44,1 
44,53,0 
27,75,0 
6,72,0 
61,31,1 
39,82,0 
95,17,1 
9,71,0 
39,93,0 
39,99,0 
56,47,1 
3,97,0 
82,29,1 
65,13,1 
84,24,1 
35,80,0 
10,77,0 
24,54,0 
86,5,1 
55,0,1 
66,18,1 
78,42,1 
84,19,1 
58,31,1 
16,65,0 
43,82,0 
77,10,1 
76,46,1 
87,48,1 
65,46,1 
47,89,0 
64,22,1 
33,64,0 
23,74,0 
65,45,1 
24,87,0 
64,31,1 
82,45,1 
93,27,1 
55,26,1 
55,15,1 
74,5,1 
75,28,1 
89,41,1 
18,80,0 
16,75,0 
58,46,1 
65,8,1 
3,61,0 
40,86,0 
37,60,0 
28,80,0 
72,6,1 
43,73,0 
7,58,0 
25,55,0 
87,48,1 
25,76,0 
6,56,0 
54,5,1 
97,13,1 
27,69,0 
64,22,1 
83,13,1 
69,1,1 
61,30,1 
96,39,1 
12,98,0 
54,39,1 
80,46,1 
25,57,0 
94,5,1 
39,63,0 
94,27,1 
22,93,0 
55,44,1 
67,47,1 
79,7,1 
28,74,0 
89,17,1 
63,23,1 
91,48,1 
34,81,0 
98,1,1 
77,24,1 
45,79,0 
22,56,0 
91,26,1 
1,87,0 
17,73,0 
70,4,1 
25,74,0 
90,23,1 
95,49,1 
84,18,1 
73,33,1 
29,85,0 
37,57,0 
39,71,0 
58,43,1 
52,17,1 
5,98,0 
86,34,1 
61,24,1 
48,65,0 
83,17,1 
63,41,1 
27,84,0 
79,19,1 
79,19,1 
33,90,0 
13,88,0 
89,12,1 
8,77,0 
48,85,0 
52,24,1 
43,94,0 
55,47,1 
24,60,0 
52,0,1 
75,41,1 
41,98,0 
38,76,0 
96,33,1 
1,59,0 
22,59,0 
40,62,0 
40,98,0 
98,36,1 
38,96,0 
65,37,1 
91,28,1 
80,43,1 
98,37,1 
88,42,1 
94,0,1 
73,13,1 
23,71,0 
27,63,0 
100,38,1 
93,39,1 
81,42,1 
5,92,0 
2,90,0 
75,1,1 
99,35,1 
22,76,0 
33,88,0 
49,84,0 
96,7,1 
94,44,1 
48,98,0 
32,66,0 
3,91,0 
68,25,1 
30,85,0 
20,73,0 
31,86,0 
3,68,0 
85,22,1 
25,92,0 
45,100,0 
12,63,0 
89,28,1 
17,93,0 
27,72,0 
70,5,1 
88,5,1 
96,23,1 
22,92,0 
71,11,1 
60,12,1 
44,96,0 
61,1,1 
41,60,0 
23,63,0 
86,37,1 
61,25,1 
64,42,1 
9,62,0 
38,95,0 
81,45,1 
74,23,1 
25,89,0 
100,12,1 
85,41,1 
39,87,0 
98,21,1 
90,19,1 
51,6,1 
19,71,0 
46,91,0 
10,96,0 
95,32,1 
7,86,0 
99,11,1 
30,98,0 
69,0,1 
8,56,0 
94,27,1 
87,47,1 
10,65,0 
0,66,0 
8,95,0 
61,17,1 
11,75,0 
42,89,0 
34,51,0 
80,28,1 
4,86,0 
75,37,1 
51,27,1 
35,77,0 
99,24,1 
10,52,0 
22,79,0 
92,40,1 
36,75,0 
41,98,0 
8,99,0 
56,30,1 
31,75,0 
72,28,1 
48,91,0 
58,9,1 
43,52,0 
95,21,1 
66,46,1 
39,61,0 
87,8,1 
22,54,0 
97,26,1 
72,33,1 
28,64,0 
64,15,1 
60,43,1 
45,58,0 
45,92,0 
72,41,1 
88,49,1 
54,44,1 
63,5,1 
4,66,0 
82,12,1 
81,17,1 
92,37,1 
19,72,0 
82,38,1 
2,86,0 
1,100,0 
11,74,0 
38,54,0 
75,11,1 
36,60,0 
53,2,1 
35,54,0 
15,65,0 
70,46,1 
92,23,1 
94,6,1 
39,62,0 
27,99,0 
97,41,1 
14,92,0 
90,38,1 
74,28,1 
71,12,1 
62,25,1 
92,3,1 
91,4,1 
52,18,1 
9,99,0 
12,99,0 
39,100,0 
4,59,0 
52,10,1 
8,82,0 
36,68,0 
82,19,1 
66,10,1 
25,81,0 
69,16,1 
16,72,0 
64,27,1 
85,31,1 
87,30,1 
21,54,0 
5,60,0 
96,4,1 
14,77,0 
33,84,0 
73,29,1 
79,8,1 
65,6,1 
82,9,1 
94,3,1 
87,9,1 
68,16,1 
96,3,1 
28,88,0 
4,68,0 
18,85,0 
24,77,0 
83,5,1 
71,34,1 
89,16,1 
24,94,0 
92,38,1 
55,35,1 
93,3,1 
85,40,1 
72,34,1 
81,32,1 
70,19,1 
38,57,0 
70,40,1 
59,20,1 
61,17,1 
29,93,0 
23,62,0 
89,43,1 
40,74,0 
70,18,1 
65,19,1 
48,68,0 
14,52,0 
96,25,1 
70,28,1 
47,51,0 
29,88,0 
62,44,1 
76,2,1 
22,73,0 
40,78,0 
6,81,0 
17,83,0 
20,61,0 
62,3,1 
58,13,1 
88,17,1 
38,61,0 
79,33,1 
94,25,1 
100,48,1 
95,47,1 
14,52,0 
61,12,1 
39,80,0 
88,2,1 
14,77,0 
17,57,0 
70,15,1 
95,31,1 
96,7,1 
24,86,0 
59,31,1 
31,80,0 
9,91,0 
92,1,1 
34,90,0 
91,45,1 
95,2,1 
19,84,0 
33,89,0 
30,68,0 
84,35,1 
33,71,0 
43,69,0 
74,27,1 
98,46,1 
57,33,1 
1,56,0 
25,54,0 
78,42,1 
58,33,1 
63,49,1 
89,35,1 
44,91,0 
15,91,0 
21,56,0 
11,69,0 
39,63,0 
39,55,0 
41,53,0 
23,97,0 
3,89,0 
42,58,0 
36,53,0 
65,0,1 
69,1,1 
28,79,0 
99,1,1 
97,9,1 
31,67,0 
55,36,1 
2,77,0 
58,14,1 
31,76,0 
55,15,1 
73,22,1 
78,15,1 
6,90,0 
36,94,0 
60,9,1 
81,40,1 
79,12,1 
43,71,0 
6,96,0 
2,56,0 
10,73,0 
51,30,1 
30,76,0 
36,77,0 
75,4,1 
47,96,0 
55,5,1 
27,67,0 
11,73,0 
36,54,0 
35,82,0 
100,45,1 
100,47,1 
88,49,1 
53,0,1 
5,52,0 
54,2,1 
36,92,0 
61,32,1 
71,10,1 
44,85,0 
90,10,1 
82,4,1 
5,57,0 
23,90,0 
9,64,0 
26,70,0 
91,0,1 
25,68,0 
54,16,1 
87,47,1 
85,30,1 
25,60,0 
6,92,0 
22,92,0 
48,97,0 
58,8,1 
36,58,0 
21,67,0 
12,54,0 
80,36,1 
67,11,1 
44,63,0 
97,12,1 
67,31,1 
96,49,1 
98,12,1 
23,87,0 
24,97,0 
76,41,1 
95,20,1 
10,53,0 
68,19,1 
1,89,0 
98,37,1 
43,84,0 
10,70,0 
71,34,1 
3,84,0 
18,97,0 
45,75,0 
81,7,1 
91,7,1 
99,22,1 
93,33,1 
15,90,0 
38,96,0 
40,67,0 
57,41,1 
19,71,0 
10,86,0 
71,39,1 
25,58,0 
7,54,0 
21,98,0 
14,89,0 
62,17,1 
74,3,1 
81,4,1 
60,8,1 
9,71,0 
26,59,0 
83,46,1 
11,100,0 
87,38,1 
34,91,0 
77,45,1 
99,20,1 
49,97,0 
72,24,1 
67,23,1 
99,8,1 
12,84,0 
13,100,0 
36,84,0 
4,76,0 
57,47,1 
94,6,1 
12,74,0 
16,99,0 
63,3,1 
85,4,1 
41,74,0 
33,51,0 
45,86,0 
62,37,1 
86,37,1 
60,39,1 
77,24,1 
59,43,1 
35,63,0 
98,31,1 
17,62,0 
56,14,1 
10,66,0 
90,46,1 
3,76,0 
54,4,1 
43,56,0 
94,32,1 
10,91,0 
43,94,0 
20,58,0 
66,9,1 
26,55,0 
38,88,0 
99,35,1 
66,13,1 
54,48,1 
77,27,1 
82,21,1 
86,2,1 
